,latitude,longitude,index,name,cost_text,Bed,Bath,Park,property_type,desc_head
10551,-37.754567,144.952216,https://www.domain.com.au/3-1-cooper-street-brunswick-west-vic-3055-15249938,3/1 Cooper Street Brunswick West VIC 3055,280,1,1,0,Apartment / Unit / Flat,central locat one bedroom apart
10552,-37.98456669999999,145.2205264,https://www.domain.com.au/4-3-stud-road-dandenong-north-vic-3175-16072300,4/3 Stud Road Dandenong North VIC 3175,280,2,1,1,Apartment / Unit / Flat,walk market plaza
10553,-37.7621202,144.7596346,https://www.domain.com.au/1-1-tinto-close-deer-park-vic-3023-16012401,1/1 Tinto Close Deer Park VIC 3023,280,2,1,1,Apartment / Unit / Flat,applic
10554,-37.7711979,144.9931546,https://www.domain.com.au/89-7-hartington-street-northcote-vic-3070-15966818,89/7 Hartington Street Northcote VIC 3070,280,1,1,0,House,one bedroom furnish apart
10555,-38.1059516,145.1291125,https://www.domain.com.au/34-railway-parade-seaford-vic-3198-14796720,34 Railway Parade Seaford VIC 3198,280,0,1,3,Studio,ultra modern studio rent close beach
10556,-37.8644685,145.0077026,https://www.domain.com.au/2-24-holroyd-ave-st-kilda-east-vic-3183-16029955,2/24 Holroyd Ave St Kilda East VIC 3183,280,1,1,1,Apartment / Unit / Flat,bedroom apart great locat
10557,-37.7810434,144.9303644,https://www.domain.com.au/1-39-kent-street-ascot-vale-vic-3032-16042728,1/39 Kent Street Ascot Vale VIC 3032,280,1,1,1,Apartment / Unit / Flat,afford conveni
10558,-37.8628762,144.9739404,https://www.domain.com.au/7-5-acland-street-st-kilda-vic-3182-15915322,7/5 Acland Street St Kilda VIC 3182,280,1,1,1,Studio,fulli furnish apart featur secur entranc
10559,-37.6584743,144.9231397,https://www.domain.com.au/2-10-glenmaggie-court-meadow-heights-vic-3048-16030364,2/10 Glenmaggie Court Meadow Heights VIC 3048,280,3,1,2,Apartment / Unit / Flat,bungalow util includ
10560,-37.8103554,145.0077471,https://www.domain.com.au/514c-11-shamrock-street-abbotsford-vic-3067-16072518,514C/11 Shamrock Street Abbotsford VIC 3067,280,1,1,1,Apartment / Unit / Flat,inner citi live properti
10561,-37.8093086,144.9597389,https://www.domain.com.au/120-abekcett-street-melbourne-vic-3000-16065076,120 Abekcett Street Melbourne VIC 3000,280,0,1,0,Carspace,car park rent lane build
10562,-37.71485029999999,144.975611,https://www.domain.com.au/10-24-36-lorne-street-fawkner-vic-3060-15119177,10/24-36 Lorne Street Fawkner VIC 3060,280,1,1,1,Apartment / Unit / Flat,secur live still independ
10563,-37.880464,145.0480025,https://www.domain.com.au/108-5-dudley-street-caulfield-east-vic-3145-11592718,108/5 Dudley Street Caulfield East VIC 3145,280,1,1,1,Apartment / Unit / Flat,brand new student accommod
10564,-37.8418943,145.0182992,https://www.domain.com.au/5-1-st-georges-road-toorak-vic-3142-16076186,5/1 St Georges Road Toorak VIC 3142,280,4,2,0,Apartment / Unit / Flat,classic apart blue chip locat
10565,-37.9839961,145.2097389,https://www.domain.com.au/5-9-hemmings-street-dandenong-vic-3175-16053958,5/9 Hemmings Street Dandenong VIC 3175,280,1,1,1,Apartment / Unit / Flat,central locat freshli paint
10566,-37.9827533,145.2088112,https://www.domain.com.au/7-21-close-avenue-dandenong-vic-3175-16067901,7/21 Close Avenue Dandenong VIC 3175,280,2,1,1,Apartment / Unit / Flat,close centr
10567,-37.76687,144.974173,https://www.domain.com.au/4-140-blyth-street-brunswick-east-vic-3057-13837516,4/140 Blyth Street Brunswick East VIC 3057,280,1,1,0,Apartment / Unit / Flat,locat locat locat
10568,-37.7984848,144.8995135,https://www.domain.com.au/406a-62-66-nicholson-street-footscray-vic-3011-15542913, 406A/62 - 66 Nicholson Street Footscray VIC 3011,280,1,1,0,Apartment / Unit / Flat,locat matter
10569,-37.8484995,144.9903141,https://www.domain.com.au/405-42-porter-street-prahran-vic-3181-9532557,405/42 Porter Street Prahran VIC 3181,280,1,1,0,Apartment / Unit / Flat,tusk apart student south
10570,-37.788602,144.8926139,https://www.domain.com.au/10-27-eldridge-street-footscray-vic-3011-14723450,10/27 Eldridge Street Footscray VIC 3011,280,2,1,1,Apartment / Unit / Flat,local
10571,-37.7436889,144.9131639,https://www.domain.com.au/5-33-warner-street-essendon-vic-3040-16015762,5/33 Warner Street Essendon VIC 3040,280,2,1,1,Apartment / Unit / Flat,street
10572,-37.7753709,144.9486481,https://www.domain.com.au/a21-1-5-grantham-street-brunswick-vic-3056-15556164,A21/1-5 Grantham Street Brunswick VIC 3056,280,1,1,1,Apartment / Unit / Flat,light fill apart
10573,-37.8908722,145.0882354,https://www.domain.com.au/3-798-warrigal-road-malvern-east-vic-3145-16079041,3/798 Warrigal Road Malvern East VIC 3145,275,1,1,1,Apartment / Unit / Flat,applic
10574,-37.7614589,144.9737037,https://www.domain.com.au/30-3-holmes-street-brunswick-east-vic-3057-12639737,30/3 Holmes Street Brunswick East VIC 3057,275,1,1,0,Apartment / Unit / Flat,student accommod avail
10575,-37.86766,145.019781,https://www.domain.com.au/3-54-narong-road-caulfield-north-vic-3161-16029918,3/54 Narong Road Caulfield North VIC 3161,275,2,1,2,Apartment / Unit / Flat,hidden gem ideal locat
10576,-37.805528,144.896904,https://www.domain.com.au/seddon-vic-3011-14361580,Seddon VIC 3011,275,1,1,0,Apartment / Unit / Flat,huge room heritag home
10577,-37.8221649,145.0519648,https://www.domain.com.au/11-2-freeman-st-hawthorn-east-vic-3123-16067512,11/2 Freeman St Hawthorn East VIC 3123,275,0,1,0,Apartment / Unit / Flat,first floor studio apart refurbish modern bathroom kitchen
10578,-37.7614589,144.9737037,https://www.domain.com.au/11-3-holmes-street-brunswick-east-vic-3057-12613234,11/3 Holmes Street Brunswick East VIC 3057,275,1,1,0,Apartment / Unit / Flat,student accommod avail
10579,-37.9592941,145.1650496,https://www.domain.com.au/8-1-somers-street-noble-park-vic-3174-15983671,8/1 Somers Street Noble Park VIC 3174,275,1,1,0,Apartment / Unit / Flat,one bedroom apart
10580,-37.8265584,144.8690178,https://www.domain.com.au/3-2-truman-street-south-kingsville-vic-3015-7654562,3/2 Truman Street South Kingsville VIC 3015,275,2,1,1,Apartment / Unit / Flat,compact live
10581,-37.9820917,145.1983124,https://www.domain.com.au/2-92-railway-parade-dandenong-vic-3175-16073083,2/92 Railway Parade Dandenong VIC 3175,275,2,1,1,Apartment / Unit / Flat,charm bedroom unit
10582,-37.7996001,144.9538384,https://www.domain.com.au/215-3-11-high-street-north-melbourne-vic-3051-15724680,215/3-11 High Street North Melbourne VIC 3051,275,1,1,0,Studio,furnish studio prime locat north
10583,-37.7753709,144.9486481,https://www.domain.com.au/b47-415-brunswick-road-parkville-vic-3052-16066221,B47/415 Brunswick Road Parkville VIC 3052,275,1,1,1,Apartment / Unit / Flat,secur modern studio apart free hot water
10584,-37.7621738,144.9321491,https://www.domain.com.au/1-49-bent-moonee-ponds-vic-3039-15980051,1/49 Bent Moonee Ponds VIC 3039,275,2,1,1,Apartment / Unit / Flat,spaciou inner citi live
10585,-37.8221649,145.0519648,https://www.domain.com.au/11-2-freeman-st-hawthorn-east-vic-3123-16042863,11/2 Freeman St Hawthorn East VIC 3123,275,3,2,4,Apartment / Unit / Flat,first floor studio apart refurbish modern bathroom kitchen
10586,-37.767759,144.9445574,https://www.domain.com.au/4-24-daly-street-brunswick-west-vic-3055-15572002,4/24 Daly Street Brunswick West VIC 3055,275,1,1,1,House,perfect accommod
10587,-37.7614589,144.9737037,https://www.domain.com.au/27-3-holmes-street-brunswick-east-vic-3057-12685230,27/3 Holmes Street Brunswick East VIC 3057,275,2,1,1,Apartment / Unit / Flat,student accommod avail
10588,-37.761424,144.973844,https://www.domain.com.au/14-3-holmes-street-brunswick-east-vic-3057-12685197,14/3 Holmes Street Brunswick East VIC 3057,275,1,1,0,Apartment / Unit / Flat,great student accommod
10589,-37.9874697,145.2087896,https://www.domain.com.au/14-15-hutton-street-dandenong-vic-3175-15820192,14/15 Hutton Street Dandenong VIC 3175,275,2,1,1,Apartment / Unit / Flat,central
10590,-37.8673524,144.9988551,https://www.domain.com.au/6-21-chusan-street-balaclava-vic-3183-16061362,6/21 Chusan Street Balaclava VIC 3183,275,1,1,1,Apartment / Unit / Flat,pleas click request inspect button regist next avail inspect
10591,-37.80734,144.867015,https://www.domain.com.au/2-30-beaumont-parade-west-footscray-vic-3012-16071879,2/30 Beaumont Parade West Footscray VIC 3012,275,1,1,1,Apartment / Unit / Flat,quiet avail
10592,-37.761424,144.973844,https://www.domain.com.au/25-3-holmes-street-brunswick-east-vic-3057-12620149,25/3 Holmes Street Brunswick East VIC 3057,275,1,1,0,Apartment / Unit / Flat,avail student accommod
10593,-37.7965575,144.8677716,https://www.domain.com.au/8-697-barkly-street-west-footscray-vic-3012-16065481,8/697 Barkly Street West Footscray VIC 3012,275,1,1,1,Apartment / Unit / Flat,one bedroom flat
10594,-37.87256319999999,145.0348183,https://www.domain.com.au/3-24-park-crescent-caulfield-north-vic-3161-16035184,3/24 Park Crescent Caulfield North VIC 3161,275,2,1,1,Apartment / Unit / Flat,park doorstep co
10595,-37.816525,145.1169471,https://www.domain.com.au/407-1-wellington-road-box-hill-vic-3128-15998280,407/1 Wellington Road Box Hill VIC 3128,270,1,1,0,Apartment / Unit / Flat,box hill top floor apart
10596,-37.6759153,144.959011,https://www.domain.com.au/11-13-church-street-campbellfield-vic-3061-15956312,11/13 Church Street Campbellfield VIC 3061,270,1,1,0,Apartment / Unit / Flat,church street leas
10597,-37.8034862,144.8847908,https://www.domain.com.au/2-199-geelong-road-kingsville-vic-3012-15572417,2/199 Geelong Road Kingsville VIC 3012,270,2,1,1,Apartment / Unit / Flat,two bedroom unit close west station
10598,-37.7931283,144.8954952,https://www.domain.com.au/34-117-119-ballarat-road-footscray-vic-3011-11820559,34/117-119 Ballarat Road Footscray VIC 3011,270,1,1,0,Apartment / Unit / Flat,purpos built student accommod
10599,-37.8644803,144.987129,https://www.domain.com.au/50-116-inkerman-street-st-kilda-east-vic-3183-15546282,50/116 Inkerman Street St Kilda East VIC 3183,270,2,1,2,Studio,superb locat opposit
10600,-37.8029645,144.960022,https://www.domain.com.au/110-50-barry-street-carlton-vic-3053-8642297,110/50 Barry Street Carlton VIC 3053,270,1,1,0,Studio,avail
10601,-37.8037616,144.9615789,https://www.domain.com.au/13-117-121-bouverie-street-carlton-vic-3053-10652413,13/117-121 Bouverie Street Carlton VIC 3053,270,1,1,0,Studio,furnish studio apart
10602,-37.8606323,144.9793621,https://www.domain.com.au/2-3-dalgety-street-st-kilda-vic-3182-16048232,2/3 Dalgety Street St Kilda VIC 3182,270,2,1,2,Studio,studio apart heart st
10603,-37.97799029999999,145.2077757,https://www.domain.com.au/2-112-princes-highway-dandenong-vic-3175-16041504,2/112 Princes Highway Dandenong VIC 3175,270,1,1,1,Apartment / Unit / Flat,inspect must
10604,-37.8030467,144.961545,https://www.domain.com.au/404-24-barkly-place-carlton-vic-3053-16077971,404/24 Barkly Place Carlton VIC 3053,270,1,1,0,Studio,global hous walk univers
10605,-37.8030467,144.961545,https://www.domain.com.au/316-24-barkly-place-carlton-vic-3053-9443706,316/24 Barkly Place Carlton VIC 3053,270,1,1,0,Studio,global hous student accommod walk univers
10606,-37.8522402,145.1305566,https://www.domain.com.au/223-386-burwood-highway-burwood-vic-3125-10954683,223/386 Burwood Highway Burwood VIC 3125,270,1,1,0,Apartment / Unit / Flat,purpos built student accommod
10607,-37.8104264,144.8748625,https://www.domain.com.au/6-30-bishop-street-kingsville-vic-3012-15833975,6/30 Bishop Street Kingsville VIC 3012,270,1,1,1,Apartment / Unit / Flat,afford live
10608,-37.7460311,144.9449876,https://www.domain.com.au/3-148-melville-road-pascoe-vale-south-vic-3044-12848096,3/148 Melville Road Pascoe Vale South VIC 3044,270,1,1,0,Apartment / Unit / Flat,ideal locat
10609,-37.8924886,145.0693442,https://www.domain.com.au/3-11-toward-street-murrumbeena-vic-3163-16054697,3/11 Toward Street Murrumbeena VIC 3163,270,1,1,1,House,enjoy locat modern live
10610,-37.8887822,145.0676643,https://www.domain.com.au/8-24-melbourne-street-murrumbeena-vic-3163-16078538,8/24 Melbourne Street Murrumbeena VIC 3163,270,3,3,2,Apartment / Unit / Flat,freshli paint carpet upstair apart
10611,-37.952246099999996,145.1467666,https://www.domain.com.au/2-42-victoria-avenue-springvale-vic-3171-16037504,2/42 Victoria Avenue Springvale VIC 3171,270,3,1,1,Apartment / Unit / Flat,leas
10612,-37.7824651,144.9262789,https://www.domain.com.au/4-6-chatham-street-flemington-vic-3031-16054553,4/6 Chatham Street Flemington VIC 3031,270,1,1,1,Apartment / Unit / Flat,one bedroom apart unit townhous warehous
10613,-37.9483596,145.1538379,https://www.domain.com.au/2-8-kelvin-grove-springvale-vic-3171-16046865,2/8 Kelvin Grove Springvale VIC 3171,270,2,1,1,Apartment / Unit / Flat,cozi bedroom apart ground floor
10614,-37.8057237,144.968863,https://www.domain.com.au/112-49-51-rathdowne-st-carlton-vic-3053-15465375,112/49-51 Rathdowne St Carlton VIC 3053,270,1,1,1,Apartment / Unit / Flat,wonder parkland surround
10615,-37.7853568,144.8387695,https://www.domain.com.au/7-85-devonshire-road-sunshine-vic-3020-16049335,7/85 Devonshire Road Sunshine VIC 3020,270,1,1,0,Apartment / Unit / Flat,clean tidi
10616,-37.7996001,144.9538384,https://www.domain.com.au/118-9-high-street-north-melbourne-vic-3051-15907625,118/9 High Street North Melbourne VIC 3051,270,1,1,0,Apartment / Unit / Flat,fulli furnish student live
10617,-37.8891994,145.0570577,https://www.domain.com.au/carnegie-vic-3163-15911548,Carnegie VIC 3163,270,1,1,1,Apartment / Unit / Flat,first week rent free one tenant unit
10618,-37.8546836,145.0459571,https://www.domain.com.au/8-38-edgar-street-glen-iris-vic-3146-16062045,8/38 Edgar Street Glen Iris VIC 3146,270,1,1,0,Apartment / Unit / Flat,everyth need one locat
10619,-37.8030467,144.961545,https://www.domain.com.au/305-24-barkly-place-carlton-vic-3053-8524979,305/24 Barkly Place Carlton VIC 3053,270,1,1,0,Studio,global hous walk univers
10620,-37.777101,144.930986,https://www.domain.com.au/7-18-mascoma-street-ascot-vale-vic-3032-14109981,7/18 Mascoma Street Ascot Vale VIC 3032,270,1,1,1,Apartment / Unit / Flat,leas
10621,-37.9617799,145.1932365,https://www.domain.com.au/4-20-sunline-avenue-noble-park-north-vic-3174-11044373,4/20 Sunline Avenue Noble Park North VIC 3174,270,1,1,1,Studio,studio room rent
10622,-37.6990115,144.9656149,https://www.domain.com.au/room-2-22-glynda-street-fawkner-vic-3060-15179833,Room 2/22 Glynda Street Fawkner VIC 3060,270,3,1,2,Apartment / Unit / Flat,near new council regist room hous
10623,-38.0353251,145.3392143,https://www.domain.com.au/12-29-jane-street-berwick-vic-3806-15857837,12/29 Jane Street Berwick VIC 3806,270,2,2,1,Studio,passiv hous heart room avail
10624,-37.7931283,144.8954952,https://www.domain.com.au/15-117-119-ballarat-road-footscray-vic-3011-11865487,15/117-119 Ballarat Road Footscray VIC 3011,270,1,1,0,Apartment / Unit / Flat,purpos built student accommod
10625,-37.7904684,144.8908085,https://www.domain.com.au/7-3-empire-street-footscray-vic-3011-16007858,7/3 Empire Street Footscray VIC 3011,270,1,1,1,Apartment / Unit / Flat,two bedroom unit great locat
10626,-37.7106992,144.9981471,https://www.domain.com.au/5-76-barton-street-reservoir-vic-3073-15983581,5/76 Barton Street Reservoir VIC 3073,270,2,1,1,Apartment / Unit / Flat,spaciou two bedroom unit
10627,-37.63748959999999,144.9282141,https://www.domain.com.au/9a-morey-court-roxburgh-park-vic-3064-15883914,9a Morey Court Roxburgh Park VIC 3064,270,2,1,1,Studio,self contain
10628,-37.8097879,144.9596466,https://www.domain.com.au/135-abekcett-street-melbourne-vic-3000-16060673,135 Abekcett Street Melbourne VIC 3000,270,1,1,1,Carspace,car park rent tower build
10629,-37.7558601,144.8090905,https://www.domain.com.au/1-17-st-albans-road-st-albans-vic-3021-16036630,1/17 St Albans Road St Albans VIC 3021,270,3,1,2,Apartment / Unit / Flat,st road st
10630,-37.82930169999999,145.0407462,https://www.domain.com.au/1-71-riversdale-road-hawthorn-vic-3122-15809049,1/71 Riversdale Road Hawthorn VIC 3122,269,1,1,1,Apartment / Unit / Flat,studio delux apart per week student non student
10631,-37.8844466,144.9848917,https://www.domain.com.au/4-2-selwyn-avenue-elwood-vic-3184-16063201,4/2 Selwyn Avenue Elwood VIC 3184,265,2,1,1,Apartment / Unit / Flat,tranquil apart leafi
10632,-37.9533967,145.0135139,https://www.domain.com.au/sandringham-vic-3191-14102036,Sandringham VIC 3191,265,1,1,1,Apartment / Unit / Flat,spaciou room
10633,-37.9854695,145.2099977,https://www.domain.com.au/6-11-rodd-street-dandenong-vic-3175-16018525,6/11 Rodd Street Dandenong VIC 3175,265,2,1,1,Apartment / Unit / Flat,close amen
10634,-37.7614589,144.9737037,https://www.domain.com.au/9-3-holmes-street-brunswick-east-vic-3057-12613249,9/3 Holmes Street Brunswick East VIC 3057,265,1,1,1,Apartment / Unit / Flat,best valu avail student accommod
10635,-37.8626452,144.9835782,https://www.domain.com.au/24-40-waterloo-crescent-st-kilda-vic-3182-12053958,24/40 Waterloo Crescent St Kilda VIC 3182,265,1,1,1,Apartment / Unit / Flat,budget apart st unfurnish
10636,-37.819382,145.024046,https://www.domain.com.au/25-89-91-denham-street-hawthorn-vic-3122-16007937,25/89-91 Denham Street Hawthorn VIC 3122,265,0,1,9,Apartment / Unit / Flat,posit perfect
10637,-37.9856058,145.2207565,https://www.domain.com.au/clow-street-dandenong-vic-3175-15169990,Clow Street Dandenong VIC 3175,265,1,1,1,Apartment / Unit / Flat,studio bill includ avail
10638,-37.7245995,145.0228343,https://www.domain.com.au/5-boldrewood-parade-reservoir-vic-3073-15296992,5 Boldrewood Parade Reservoir VIC 3073,265,9,2,0,House,brand new hous bedroom split system
10639,-37.781568,144.926015,https://www.domain.com.au/11-22-28-canterbury-street-flemington-vic-3031-16077463,11/22-28 Canterbury Street Flemington VIC 3031,265,1,1,1,Apartment / Unit / Flat,cute
10640,-37.7897627,144.8931298,https://www.domain.com.au/5-16-eldridge-street-footscray-vic-3011-16055675,5/16 Eldridge Street Footscray VIC 3011,265,1,1,1,Apartment / Unit / Flat,one bedroom
10641,-37.7614589,144.9737037,https://www.domain.com.au/31-3-holmes-street-brunswick-east-vic-3057-12486672,31/3 Holmes Street Brunswick East VIC 3057,265,1,1,1,Apartment / Unit / Flat,avail student accommod
10642,-37.7614589,144.9737037,https://www.domain.com.au/12-3-holmes-street-brunswick-east-vic-3057-12639734,12/3 Holmes Street Brunswick East VIC 3057,265,1,1,0,Apartment / Unit / Flat,best valu avail student accommod
10643,-37.80288,144.9602773,https://www.domain.com.au/102-127-leicester-street-carlton-vic-3053-8646511,102/127 Leicester Street Carlton VIC 3053,265,1,1,0,Studio,street
10644,-37.9504777,145.1457965,https://www.domain.com.au/8-40-albert-avenue-springvale-vic-3171-16007694,8/40 Albert Avenue Springvale VIC 3171,265,1,2,0,Apartment / Unit / Flat,bedroom unit central
10645,-37.9856058,145.2207565,https://www.domain.com.au/clow-street-dandenong-vic-3175-15094189,Clow Street Dandenong VIC 3175,265,1,1,1,Studio,studio apart bill includ avail
10646,-37.94733069999999,145.1541397,https://www.domain.com.au/springvale-vic-3171-16045320,Springvale VIC 3171,265,1,1,1,Apartment / Unit / Flat,perfect locat
10647,-37.8212327,144.8929363,https://www.domain.com.au/4-64-francis-street-yarraville-vic-3013-15991202,4/64 Francis Street Yarraville VIC 3013,265,2,1,1,Apartment / Unit / Flat,walk distanc villag
10648,-37.78257010000001,144.8605523,https://www.domain.com.au/6-18-lawn-crescent-braybrook-vic-3019-16029273,6/18 Lawn Crescent Braybrook VIC 3019,265,2,1,0,House,great space
10649,-37.792558,144.893274,https://www.domain.com.au/308-133-droop-street-footscray-vic-3011-9443851,308/133 Droop Street Footscray VIC 3011,265,1,1,1,Studio,purpos built student accommod
10650,-37.7614589,144.9737037,https://www.domain.com.au/8-3-holmes-street-brunswick-east-vic-3057-12639740,8/3 Holmes Street Brunswick East VIC 3057,265,1,1,1,Apartment / Unit / Flat,avail best valu student accommod
10651,-37.97952350000001,145.2069127,https://www.domain.com.au/2-64-potter-street-dandenong-vic-3175-14563984,2/64 Potter Street Dandenong VIC 3175,265,2,1,1,Apartment / Unit / Flat,short distanc central
10652,-37.8493578,145.1148984,https://www.domain.com.au/221-burwood-highway-burwood-vic-3125-14629396,221 Burwood Highway Burwood VIC 3125,264,1,1,0,Studio,univers student campu accommod
10653,-38.146722,145.130778,https://www.domain.com.au/1-3-allenby-street-frankston-vic-3199-15460093,1/3 Allenby Street Frankston VIC 3199,260,2,1,1,Apartment / Unit / Flat,leas quiet afford live
10654,-37.8484995,144.9903141,https://www.domain.com.au/510-42-porter-street-prahran-vic-3181-16078605,510/42 Porter Street Prahran VIC 3181,260,2,1,1,Apartment / Unit / Flat,student accommod heart
10655,-37.9855089,145.2226194,https://www.domain.com.au/77-clow-street-dandenong-vic-3175-16017763,77 Clow Street Dandenong VIC 3175,260,2,1,1,Studio,studio apart
10656,-37.8059838,144.9632701,https://www.domain.com.au/105-466-swanston-street-carlton-vic-3053-16018403,105/466 Swanston Street Carlton VIC 3053,260,1,1,0,Apartment / Unit / Flat,spaciou apart fantast locat
10657,-37.7718932,145.0261091,https://www.domain.com.au/10-37-grange-road-fairfield-vic-3078-16029765,10/37 Grange Road Fairfield VIC 3078,260,1,1,1,House,neat sweet complet
10658,-37.7877905,144.8909805,https://www.domain.com.au/4-13-owen-street-footscray-vic-3011-16067314,4/13 Owen Street Footscray VIC 3011,260,1,1,1,Apartment / Unit / Flat,st
10659,-37.7965575,144.8677716,https://www.domain.com.au/10-697-barkly-street-west-footscray-vic-3012-15964577,10/697 Barkly Street West Footscray VIC 3012,260,1,2,0,Apartment / Unit / Flat,walk distanc train station newli renov
10660,-37.7965575,144.8677716,https://www.domain.com.au/19-697-barkly-street-footscray-vic-3011-16066379,19/697 Barkly Street Footscray VIC 3011,260,1,1,0,Apartment / Unit / Flat,walk distanc station
10661,-37.803766,144.961625,https://www.domain.com.au/21-117-bouverie-street-carlton-vic-3053-16053125,21/117 Bouverie Street Carlton VIC 3053,260,1,1,0,Studio,effortless inner citi live
10662,-37.9833655,145.2027277,https://www.domain.com.au/5-marion-street-dandenong-vic-3175-16013449,5 Marion Street Dandenong VIC 3175,260,2,1,1,Studio,studio apart
10663,-37.8605244,144.9828046,https://www.domain.com.au/205-44-barkly-street-st-kilda-vic-3182-15694325,205/44 Barkly Street St Kilda VIC 3182,260,2,1,2,Studio,simpli
10664,-37.7154003,144.9513918,https://www.domain.com.au/4-4a-south-street-hadfield-vic-3046-15716476,4/4a South Street Hadfield VIC 3046,260,1,1,1,Apartment / Unit / Flat,central locat readi call home
10665,-37.7589792,145.0860691,https://www.domain.com.au/5-55-robert-street-bulleen-vic-3105-11790574,5/55 Robert Street Bulleen VIC 3105,260,3,1,1,Apartment / Unit / Flat,great locat afford price
10666,-37.8351385,145.1823456,https://www.domain.com.au/12a-felicia-grove-forest-hill-vic-3131-16064055,12A Felicia Grove Forest Hill VIC 3131,260,1,1,0,House,perfectli posit
10667,-37.8196936,144.954891,https://www.domain.com.au/109-44-spencer-street-melbourne-vic-3000-15870702,109/44 Spencer Street Melbourne VIC 3000,260,0,1,0,Studio,studio apart hotel room heart
10668,-37.9500449,145.1491595,https://www.domain.com.au/6-17-royal-avenue-springvale-vic-3171-16071481,6/17 Royal Avenue Springvale VIC 3171,260,1,1,0,Apartment / Unit / Flat,walk amen
10669,-37.796859,144.8400651,https://www.domain.com.au/41-280-sunshine-road-sunshine-vic-3020-16028787,41/280 Sunshine Road Sunshine VIC 3020,260,1,1,1,Apartment / Unit / Flat,one bedroom unit avail sunshin palm villag
10670,-37.8044743,144.9582027,https://www.domain.com.au/202-593-elizabeth-street-melbourne-vic-3000-9433574,202/593 Elizabeth Street Melbourne VIC 3000,260,1,1,0,Apartment / Unit / Flat,student accommod
10671,-37.8032321,144.9567684,https://www.domain.com.au/112-188-peel-street-north-melbourne-vic-3051-16080551,112/188 Peel Street North Melbourne VIC 3051,260,1,1,0,Apartment / Unit / Flat,furnish studio apart heart north
10672,-37.741352,145.006066,https://www.domain.com.au/27-11-cooma-street-preston-vic-3072-16019881,27/11 Cooma Street Preston VIC 3072,260,1,1,4,Studio,sweet studio
10673,-37.8216337,145.0346532,https://www.domain.com.au/42-29-lynch-street-hawthorn-vic-3122-15628910,42/29 Lynch Street Hawthorn VIC 3122,260,0,1,1,Apartment / Unit / Flat,studio fantast locat
10674,-37.792558,144.893274,https://www.domain.com.au/219-133-droop-street-footscray-vic-3011-8549276,219/133 Droop Street Footscray VIC 3011,260,1,1,0,Studio,purpos built student accommod
10675,-37.8929701,144.7275385,https://www.domain.com.au/58a-tom-roberts-parade-point-cook-vic-3030-16078752,58a Tom Roberts Parade Point Cook VIC 3030,260,2,1,1,Apartment / Unit / Flat,fulli furnish room inclus util bill
10676,-37.9027599,145.0474857,https://www.domain.com.au/9-30-walsh-street-ormond-vic-3204-16072493,9/30 Walsh Street Ormond VIC 3204,260,1,1,1,Apartment / Unit / Flat,secur apart locat
10677,-37.792558,144.893274,https://www.domain.com.au/215-133-droop-street-footscray-vic-3011-8639772,215/133 Droop Street Footscray VIC 3011,260,1,1,0,Studio,purpos built student accommod
10678,-37.7345497,144.8069433,https://www.domain.com.au/2-33-conrad-st-st-albans-vic-3021-15905977,2/33 Conrad st St Albans VIC 3021,260,3,1,2,Apartment / Unit / Flat,great start
10679,-37.800087,144.8787735,https://www.domain.com.au/3-100-cross-street-west-footscray-vic-3012-9142527,3/100 Cross Street West Footscray VIC 3012,260,1,1,0,Apartment / Unit / Flat,bedroom ground floor flat close amen
10680,-37.7477736,144.8030357,https://www.domain.com.au/8-19-st-albans-road-st-albans-vic-3021-16013933,8/19 St Albans Road St Albans VIC 3021,260,2,1,1,Apartment / Unit / Flat,walk distanc st station
10681,-37.917672,145.1441581,https://www.domain.com.au/6-3-sarton-road-clayton-vic-3168-12859474,6/3 Sarton Road Clayton VIC 3168,260,1,1,0,Apartment / Unit / Flat,bill includ room accommod
10682,-37.7925322,144.8932802,https://www.domain.com.au/209-133-droop-street-footscray-vic-3011-9344120,209/133 Droop Street Footscray VIC 3011,260,1,1,0,Studio,student accommod
10683,-37.8037616,144.9615789,https://www.domain.com.au/6-117-121-bouverie-street-carlton-vic-3053-16056134,6/117-121 Bouverie Street Carlton VIC 3053,260,1,1,0,Apartment / Unit / Flat,full time student
10684,-37.8030467,144.961545,https://www.domain.com.au/112-24-barkly-place-carlton-vic-3053-8608175,112/24 Barkly Place Carlton VIC 3053,260,1,1,0,Studio,student accommod global hous walk uni
10685,-38.1493344,145.1304488,https://www.domain.com.au/5-dingle-avenue-frankston-vic-3199-15811648,5 Dingle Avenue Frankston VIC 3199,258,2,1,1,Apartment / Unit / Flat,perfect one
10686,-38.1404804,145.137605,https://www.domain.com.au/5-93-mcmahons-road-frankston-vic-3199-16061146,5/93 McMahons Road Frankston VIC 3199,255,1,1,0,Studio,applic pend sign leas
10687,-37.8522402,145.1305566,https://www.domain.com.au/229-386-burwood-highway-burwood-vic-3125-8750490,229/386 Burwood Highway Burwood VIC 3125,255,1,1,0,Apartment / Unit / Flat,purpos built student accommod
10688,-37.7523337,144.934192,https://www.domain.com.au/8-552-moreland-road-brunswick-west-vic-3055-9555649,8/552 Moreland Road Brunswick West VIC 3055,255,1,1,1,Apartment / Unit / Flat,one bedroom unit
